# in Cohort,% Dropped Out,% Graduated,% H.S. Equiv.,% Non-Grad Completers,% Permanently Excluded,% Still in School,District Code,District Name,Year
        60,41.7,16.7,1.7,0.0,0.0,40.0,35180000,Phoenix Academy Public Charter High School Lawrence (District),2022
        83,50.6,13.3,0.0,0.0,0.0,36.1,35080000,Phoenix Academy Public Charter High School Springfield (District),2022
        52,51.9,7.7,0.0,0.0,0.0,40.4,4930000,Phoenix Charter Academy (District),2022
        53,0.0,98.1,0.0,0.0,0.0,1.9,4940000,Pioneer Charter School of Science (District),2022
        59,0.0,100.0,0.0,0.0,0.0,0.0,35060000,Pioneer Charter School of Science II (PCSS-II) (District),2022
        27,3.7,96.3,0.0,0.0,0.0,0.0,7500000,Pioneer Valley,2022
        39,0.0,100.0,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2022
        61,0.0,96.7,1.6,0.0,0.0,1.6,4790000,Pioneer Valley Performing Arts Charter Public (District),2022
       420,8.6,84.3,0.7,0.0,0.0,6.4,2360000,Pittsfield,2022
       573,1.7,96.2,0.2,0.0,0.0,1.9,2390000,Plymouth,2022
        62,3.2,85.5,0.0,0.0,0.0,11.3,4870000,Prospect Hill Academy Charter (District),2022
       171,8.2,83.6,0.6,0.0,0.0,7.6,7530000,Quabbin,2022
        87,13.8,83.9,1.1,0.0,0.0,1.1,7780000,Quaboag Regional,2022
       754,2.3,93.6,0.1,0.5,0.1,3.3,2430000,Quincy,2022
        94,11.7,80.9,0.0,0.0,0.0,7.4,7550000,Ralph C Mahar,2022
       163,6.1,79.1,0.0,1.8,0.0,12.9,2440000,Randolph,2022
       299,0.3,99.0,0.0,0.0,0.0,0.7,2460000,Reading,2022
       547,11.7,78.4,0.2,0.0,0.0,9.7,2480000,Revere,2022
        79,2.5,96.2,0.0,0.0,0.0,1.3,4830000,Rising Tide Charter Public (District),2022
       160,7.5,86.3,0.0,0.0,0.0,6.3,2510000,Rockland,2022
        62,1.6,93.5,0.0,3.2,0.0,1.6,2520000,Rockport,2022
       131,6.9,87.0,0.8,0.8,0.0,4.6,4840000,Roxbury Preparatory Charter (District),2022
       249,12.0,75.9,0.4,0.0,0.0,11.6,2580000,Salem,2022
        65,0.0,96.9,0.0,0.0,0.0,3.1,4850000,Salem Academy Charter (District),2022
       173,1.7,94.8,0.6,0.0,0.0,2.9,2610000,Sandwich,2022
       188,8.0,87.2,0.5,0.5,0.0,3.7,2620000,Saugus,2022
       259,0.4,97.3,0.0,0.0,0.0,2.3,2640000,Scituate,2022
       169,1.2,94.1,0.6,0.0,0.0,4.1,2650000,Seekonk,2022
       311,0.3,93.2,0.0,0.0,0.0,6.4,2660000,Sharon,2022
       321,1.6,97.5,0.0,0.0,0.0,0.9,8710000,Shawsheen Valley Regional Vocational Technical,2022
       465,1.3,97.6,0.2,0.0,0.0,0.9,2710000,Shrewsbury,2022
       265,2.3,97.4,0.0,0.0,0.0,0.4,7600000,Silver Lake,2022
        45,11.1,86.7,0.0,0.0,0.0,2.2,4740000,Sizer School: A North Central Charter Essential (District),2022
       244,2.9,93.9,0.0,0.4,0.0,2.9,7630000,Somerset Berkley Regional School District,2022
       341,6.5,87.7,0.0,0.0,0.0,5.9,2740000,Somerville,2022
       144,2.1,96.5,0.7,0.0,0.0,0.7,2780000,South Hadley,2022
       199,3.5,89.4,0.5,2.0,0.0,4.5,8290000,South Middlesex Regional Vocational Technical,2022
        65,3.1,92.3,1.5,0.0,0.0,3.1,4880000,South Shore Charter Public (District),2022
       155,1.9,96.1,0.6,0.0,0.0,1.3,8730000,South Shore Regional Vocational Technical,2022
       131,21.4,71.0,0.0,0.0,0.0,7.6,2770000,Southbridge,2022
       352,0.9,98.0,0.0,0.0,0.0,1.1,8720000,Southeastern Regional Vocational Technical,2022
        48,4.2,93.8,2.1,0.0,0.0,0.0,7650000,Southern Berkshire,2022
       278,1.1,98.2,0.0,0.0,0.0,0.7,8760000,Southern Worcester County Regional Vocational School District,2022
       116,0.9,98.3,0.0,0.0,0.0,0.9,7660000,Southwick-Tolland-Granville Regional School District,2022
        68,16.2,72.1,4.4,0.0,0.0,7.4,7670000,Spencer-E Brookfield,2022
"     1,776",9.2,84.6,0.3,0.0,0.0,5.9,2810000,Springfield,2022
        93,1.1,94.6,1.1,0.0,0.0,3.2,4410000,Springfield International Charter (District),2022
       142,3.5,92.3,0.0,0.0,0.0,4.2,2840000,Stoneham,2022
       240,4.2,90.0,0.0,0.0,0.0,5.8,2850000,Stoughton,2022
       209,0.0,99.0,0.5,0.0,0.0,0.5,4890000,Sturgis Charter Public (District),2022
        97,3.1,91.8,2.1,0.0,0.0,3.1,2900000,Sutton,2022
       194,1.0,98.5,0.0,0.0,0.0,0.5,2910000,Swampscott,2022
       129,4.7,95.3,0.0,0.0,0.0,0.0,2920000,Swansea,2022
       295,2.4,92.9,0.3,0.3,0.0,4.1,7700000,Tantasqua,2022
       559,3.6,92.5,0.2,0.0,0.0,3.8,2930000,Taunton,2022
       540,31.9,48.9,3.3,0.2,0.2,15.6,39020000,TEC Connections Academy Commonwealth Virtual School District,2022
       236,1.7,93.2,0.0,0.0,0.0,5.1,2950000,Tewksbury,2022
       231,1.3,97.4,0.0,0.0,0.0,1.3,8780000,Tri-County Regional Vocational Technical,2022
       151,7.9,87.4,2.6,0.0,0.0,2.0,7730000,Triton,2022
       135,3.0,93.3,0.7,0.0,0.0,3.0,3010000,Tyngsborough,2022
       172,0.6,99.4,0.0,0.0,0.0,0.0,8790000,Upper Cape Cod Regional Vocational Technical,2022
       121,5.0,82.6,1.7,0.0,0.0,10.7,3040000,Uxbridge,2022
       491,2.6,93.5,0.6,0.2,0.0,3.1,7750000,Wachusett,2022
       240,0.4,97.1,0.8,0.4,0.0,1.3,3050000,Wakefield,2022
       284,0.7,95.1,0.0,0.0,0.0,4.2,3070000,Walpole,2022
       432,11.6,81.0,0.0,0.2,0.0,7.2,3080000,Waltham,2022
        67,10.4,77.6,0.0,0.0,0.0,11.9,3090000,Ware,2022
       125,13.6,74.4,0.0,0.0,0.0,12.0,3100000,Wareham,2022
       166,6.0,88.0,0.6,0.0,0.0,5.4,3140000,Watertown,2022
       197,0.5,98.5,0.0,0.0,0.0,1.0,3150000,Wayland,2022
       118,16.1,72.9,0.8,0.0,0.0,10.2,3160000,Webster,2022
       340,0.6,95.9,0.0,0.0,0.0,3.5,3170000,Wellesley,2022
        84,3.6,96.4,0.0,0.0,0.0,0.0,3220000,West Boylston,2022
       103,3.9,96.1,0.0,0.0,0.0,0.0,3230000,West Bridgewater,2022
       287,6.3,90.6,0.0,0.3,0.0,2.8,3320000,West Springfield,2022
       299,0.3,94.6,0.3,0.0,0.0,4.7,3210000,Westborough,2022
       428,6.5,90.0,0.2,0.2,0.0,3.0,3250000,Westfield,2022
       398,1.3,97.0,0.0,0.0,0.0,1.8,3260000,Westford,2022
       165,1.2,95.2,0.0,0.0,0.0,3.6,3300000,Weston,2022
        75,5.3,89.3,1.3,0.0,0.0,4.0,3310000,Westport,2022
       251,0.0,98.8,0.0,0.4,0.0,0.8,3350000,Westwood,2022
       489,5.5,88.3,0.6,0.0,0.0,5.5,3360000,Weymouth,2022
       294,3.7,88.4,0.0,0.0,0.0,7.8,7800000,Whitman-Hanson,2022
       291,1.7,98.3,0.0,0.0,0.0,0.0,8850000,Whittier Regional Vocational Technical,2022
       214,3.7,93.5,0.5,0.0,0.0,2.3,3420000,Wilmington,2022
        72,12.5,76.4,0.0,0.0,0.0,11.1,3430000,Winchendon,2022
       339,0.6,93.8,0.0,0.0,0.0,5.6,3440000,Winchester,2022
       153,6.5,91.5,0.0,0.0,0.0,2.0,3460000,Winthrop,2022
       335,4.5,93.1,0.0,0.0,0.0,2.4,3470000,Woburn,2022
"     1,874",6.4,87.7,0.4,0.7,0.0,4.7,3480000,Worcester,2022
"    73,901",4.8,90.1,0.3,0.2,0.0,4.6,0,State Totals,2022
        88,0.0,100.0,0.0,0.0,0.0,0.0,4450000,Abby Kelley Foster Charter Public (District),2023
       153,9.2,88.9,0.0,0.7,0.0,1.3,10000,Abington,2023
        54,1.9,96.3,0.0,0.0,0.0,1.9,4120000,Academy Of the Pacific Rim Charter Public (District),2023
       466,0.4,96.1,0.0,0.2,0.0,3.2,6000000,Acton-Boxborough,2023
       139,0.0,99.3,0.0,0.0,0.0,0.7,4300000,Advanced Math and Science Academy Charter (District),2023
       267,8.6,88.0,0.4,1.9,0.0,1.1,50000,Agawam,2023
       120,7.5,88.3,0.8,0.8,0.0,2.5,70000,Amesbury,2023
       219,3.2,90.9,0.9,0.9,0.0,4.1,6050000,Amherst-Pelham,2023
       427,0.7,96.3,0.0,0.5,0.0,2.6,90000,Andover,2023
        55,16.4,74.5,0.0,0.0,1.8,7.3,35090000,Argosy Collegiate Charter School (District),2023
       385,1.0,95.6,0.0,0.0,0.0,3.4,100000,Arlington,2023
       167,2.4,96.4,0.0,0.0,0.0,1.2,6100000,Ashburnham-Westminster,2023
       185,2.7,96.2,0.0,0.5,0.0,0.5,140000,Ashland,2023
       263,3.0,97.0,0.0,0.0,0.0,0.0,8010000,Assabet Valley Regional Vocational Technical,2023
        84,4.8,84.5,0.0,1.2,0.0,9.5,6150000,Athol-Royalston,2023
        82,3.7,92.7,0.0,0.0,3.7,0.0,4910000,Atlantis Charter (District),2023
       468,4.7,90.8,0.0,0.0,0.0,4.5,160000,Attleboro,2023
       195,0.5,97.4,0.5,1.0,0.0,0.5,170000,Auburn,2023
        44,2.3,95.5,0.0,0.0,0.0,2.3,180000,Avon,2023
        99,2.0,88.9,0.0,2.0,0.0,7.1,6160000,Ayer Shirley School District,2023
       345,5.5,84.9,0.6,1.4,0.0,7.5,200000,Barnstable,2023
        54,9.3,87.0,0.0,0.0,1.9,1.9,35020000,Baystate Academy Charter Public School (District),2023
       203,0.5,98.0,0.5,0.0,0.0,1.0,230000,Bedford,2023
       184,4.3,91.8,0.0,0.0,0.0,3.8,240000,Belchertown,2023
       131,5.3,91.6,0.0,0.0,0.0,3.1,250000,Bellingham,2023
       328,0.9,95.4,0.0,0.0,0.0,3.7,260000,Belmont,2023
        31,6.5,90.3,0.0,0.0,0.0,3.2,4140000,Berkshire Arts and Technology Charter Public (District),2023
       121,5.0,90.1,0.0,0.0,0.0,5.0,6180000,Berkshire Hills,2023
        68,7.4,91.2,0.0,0.0,0.0,1.5,6200000,Berlin-Boylston,2023
       327,2.1,93.3,0.0,0.6,0.0,4.0,300000,Beverly,2023
       297,2.0,92.6,0.7,0.0,0.0,4.7,310000,Billerica,2023
       294,0.0,100.0,0.0,0.0,0.0,0.0,8050000,Blackstone Valley Regional Vocational Technical,2023
       103,6.8,89.3,1.0,2.9,0.0,0.0,6220000,Blackstone-Millville,2023
       208,0.5,99.0,0.0,0.0,0.0,0.5,8060000,Blue Hills Regional Vocational Technical,2023
"     3,767",8.3,80.5,0.1,0.2,0.0,10.9,350000,Boston,2023
        75,1.3,92.0,0.0,0.0,0.0,6.7,4490000,Boston Collegiate Charter (District),2023
        87,34.5,8.0,0.0,1.1,0.0,56.3,4240000,Boston Day and Evening Academy Charter (District),2023
        63,0.0,88.9,0.0,3.2,0.0,7.9,4110000,Boston Green Academy Horace Mann Charter School (District),2023
        70,0.0,94.3,0.0,1.4,0.0,4.3,4160000,Boston Preparatory Charter Public (District),2023
        94,5.3,91.5,1.1,0.0,0.0,2.1,360000,Bourne,2023
       418,1.9,94.5,0.2,1.0,0.0,2.4,400000,Braintree,2023
       333,2.4,93.4,0.0,0.6,0.3,3.3,6250000,Bridgewater-Raynham,2023
       104,1.9,98.1,0.0,0.0,0.0,0.0,9100000,Bristol County Agricultural,2023
       324,3.4,96.0,0.0,0.0,0.0,0.6,8100000,Bristol-Plymouth Regional Vocational Technical,2023
"     1,203",12.5,74.2,0.0,3.5,0.0,9.8,440000,Brockton,2023
       101,3.0,94.1,0.0,0.0,0.0,3.0,4280000,Brooke Charter School (District),2023
       486,1.6,95.9,0.0,0.0,0.0,2.5,460000,Brookline,2023
       230,1.3,94.8,0.0,0.0,0.0,3.9,480000,Burlington,2023
       485,0.8,91.5,0.2,0.0,0.0,7.4,490000,Cambridge,2023
       222,1.4,94.6,0.0,0.0,0.5,3.6,500000,Canton,2023
       155,1.9,97.4,0.0,0.0,0.0,0.6,8150000,Cape Cod Regional Vocational Technical,2023
        95,5.3,91.6,0.0,1.1,0.0,2.1,520000,Carver,2023
       117,3.4,94.0,0.0,0.0,0.0,2.6,6350000,Central Berkshire,2023
       324,2.5,94.4,0.3,0.0,0.0,2.8,560000,Chelmsford,2023
       434,15.0,64.1,0.0,2.8,0.0,18.2,570000,Chelsea,2023
       503,8.5,86.9,0.6,1.8,0.0,2.2,610000,Chicopee,2023
        38,23.7,63.2,0.0,0.0,0.0,13.2,4370000,City on a Hill Charter Public School (District),2023
       126,7.1,89.7,0.8,0.0,0.0,2.4,640000,Clinton,2023
        30,10.0,86.7,0.0,0.0,0.0,3.3,4380000,Codman Academy Charter Public (District),2023
       117,1.7,97.4,0.0,0.0,0.0,0.9,650000,Cohasset,2023
        38,23.7,71.1,0.0,2.6,0.0,2.6,35030000,Collegiate Charter School of Lowell (District),2023
        29,0.0,96.6,0.0,0.0,0.0,3.4,4360000,Community Charter School of Cambridge (District),2023
       347,0.3,97.4,0.0,0.0,0.0,2.3,6400000,Concord-Carlisle,2023
       206,3.9,93.7,0.0,0.5,0.0,1.9,710000,Danvers,2023
       249,5.2,92.4,0.0,0.4,0.0,2.0,720000,Dartmouth,2023
       183,3.3,90.7,0.0,0.0,0.0,6.0,730000,Dedham,2023
       166,4.8,86.7,0.0,2.4,0.0,6.0,6450000,Dennis-Yarmouth,2023
       170,5.9,89.4,0.0,1.2,0.0,3.5,6500000,Dighton-Rehoboth,2023
        86,1.2,94.2,0.0,0.0,0.0,4.7,770000,Douglas,2023
       157,0.0,97.5,0.0,0.0,0.0,2.5,6550000,Dover-Sherborn,2023
       212,6.6,87.3,0.0,0.9,0.0,5.2,790000,Dracut,2023
       231,7.4,89.2,0.9,0.4,0.0,2.2,6580000,Dudley-Charlton Reg,2023
       231,0.0,98.3,0.0,0.0,0.0,1.7,820000,Duxbury,2023
       159,1.3,97.5,0.0,0.0,0.0,1.3,830000,East Bridgewater,2023
       222,0.9,95.9,0.5,0.0,0.0,2.7,870000,East Longmeadow,2023
        98,6.1,91.8,0.0,0.0,0.0,2.0,860000,Easthampton,2023
       282,1.8,95.7,0.0,0.0,0.0,2.5,880000,Easton,2023
        86,2.3,96.5,0.0,0.0,0.0,1.2,4520000,Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),2023
       402,1.5,97.5,0.5,0.0,0.0,0.5,8170000,Essex North Shore Agricultural and Technical School District,2023
       534,13.7,77.7,0.0,2.4,0.0,6.2,930000,Everett,2023
       162,0.6,99.4,0.0,0.0,0.0,0.0,4100000,Excel Academy Charter (District),2023
       172,5.2,93.0,0.0,0.0,0.0,1.7,940000,Fairhaven,2023
       697,17.2,74.5,0.1,4.3,0.0,3.9,950000,Fall River,2023
       218,6.9,88.5,2.3,0.0,0.0,2.3,960000,Falmouth,2023
       436,5.5,87.4,0.0,1.1,0.0,6.0,970000,Fitchburg,2023
        37,5.4,91.9,0.0,0.0,0.0,2.7,4130000,Four Rivers Charter Public (District),2023
       185,1.1,97.8,0.0,0.0,0.0,1.1,990000,Foxborough,2023
        86,1.2,98.8,0.0,0.0,0.0,0.0,4460000,Foxborough Regional Charter (District),2023
       696,14.5,75.0,0.0,5.7,0.0,4.7,1000000,Framingham,2023
        61,1.6,98.4,0.0,0.0,0.0,0.0,4780000,Francis W. Parker Charter Essential (District),2023
       435,0.2,97.5,0.2,0.2,0.0,1.8,1010000,Franklin,2023
       131,6.9,92.4,0.8,0.0,0.0,0.0,8180000,Franklin County Regional Vocational Technical,2023
       191,1.0,95.8,0.0,1.0,0.0,2.1,6650000,Freetown-Lakeville,2023
        92,2.2,92.4,1.1,1.1,0.0,3.3,6700000,Frontier,2023
       178,5.1,88.8,0.0,0.0,0.0,6.2,1030000,Gardner,2023
        43,4.7,95.3,0.0,0.0,0.0,0.0,6720000,Gateway,2023
        81,2.5,95.1,0.0,0.0,1.2,1.2,1050000,Georgetown,2023
        42,11.9,76.2,0.0,2.4,0.0,9.5,6740000,Gill-Montague,2023
        44,2.3,97.7,0.0,0.0,0.0,0.0,4960000,Global Learning Charter Public (District),2023
       212,8.0,83.0,0.0,1.4,0.0,7.5,1070000,Gloucester,2023
       228,0.4,97.8,0.4,0.4,0.0,0.9,1100000,Grafton,2023
        58,3.4,94.8,0.0,0.0,0.0,1.7,1110000,Granby,2023
       203,23.6,56.7,1.5,0.5,0.0,17.7,39010000,Greater Commonwealth Virtual District,2023
       321,1.9,97.5,0.0,0.3,0.0,0.3,8210000,Greater Fall River Regional Vocational Technical,2023
       402,0.0,99.8,0.0,0.2,0.0,0.0,8230000,Greater Lawrence Regional Vocational Technical,2023
       537,1.3,97.0,0.0,0.2,0.0,1.5,8280000,Greater Lowell Regional Vocational Technical,2023
       465,1.7,95.7,0.0,0.0,0.9,1.7,8250000,Greater New Bedford Regional Vocational Technical,2023
        92,15.2,73.9,0.0,0.0,0.0,10.9,1140000,Greenfield,2023
       171,0.6,98.2,0.0,0.0,0.0,1.2,6730000,Groton-Dunstable,2023
        39,2.6,94.9,0.0,0.0,0.0,2.6,1170000,Hadley,2023
       134,4.5,92.5,0.0,0.0,0.0,3.0,6750000,Hamilton-Wenham,2023
        70,7.1,91.4,0.0,0.0,0.0,1.4,4990000,Hampden Charter School of Science East (District),2023
        24,4.2,95.8,0.0,0.0,0.0,0.0,35160000,Hampden Charter School of Science West (District),2023
       235,3.4,94.5,0.0,1.3,0.0,0.9,6800000,Hampden-Wilbraham,2023
       103,1.9,97.1,0.0,0.0,0.0,1.0,6830000,Hampshire,2023
       166,1.2,98.8,0.0,0.0,0.0,0.0,1220000,Hanover,2023
        79,0.0,94.9,0.0,0.0,0.0,5.1,1250000,Harvard,2023
        26,7.7,92.3,0.0,0.0,0.0,0.0,1270000,Hatfield,2023
       476,7.8,79.2,0.0,1.3,0.0,11.8,1280000,Haverhill,2023
       323,0.3,96.6,0.3,0.0,0.0,2.8,1310000,Hingham,2023
        88,5.7,89.8,0.0,0.0,0.0,4.5,1330000,Holbrook,2023
       206,2.9,94.2,0.0,0.0,0.0,2.9,1360000,Holliston,2023
       394,13.2,74.6,0.0,2.3,0.0,9.9,1370000,Holyoke,2023
        53,7.5,88.7,0.0,0.0,0.0,3.8,6030000,Hoosac Valley Regional,2023
        71,4.2,87.3,0.0,1.4,0.0,7.0,1380000,Hopedale,2023
       316,0.3,97.8,0.0,0.3,0.0,1.6,1390000,Hopkinton,2023
       175,7.4,87.4,0.0,0.0,0.0,5.1,1410000,Hudson,2023
        66,4.5,92.4,0.0,0.0,0.0,3.0,1420000,Hull,2023
        87,3.4,89.7,0.0,0.0,0.0,6.9,4350000,Innovation Academy Charter (District),2023
       126,4.0,94.4,0.0,0.0,0.0,1.6,1440000,Ipswich,2023
       279,3.2,94.3,0.0,0.0,0.0,2.5,6900000,King Philip,2023
       111,1.8,95.5,0.0,0.9,0.0,1.8,4290000,KIPP Academy Lynn Charter (District),2023
       919,12.3,72.7,0.2,4.9,0.0,9.9,1490000,Lawrence,2023
        59,0.0,98.3,0.0,0.0,0.0,1.7,1500000,Lee,2023
       104,7.7,90.4,0.0,0.0,0.0,1.9,1510000,Leicester,2023
        62,0.0,100.0,0.0,0.0,0.0,0.0,1520000,Lenox,2023
       470,3.0,90.6,0.0,2.8,0.0,3.6,1530000,Leominster,2023
       586,0.3,97.6,0.0,0.0,0.0,2.0,1550000,Lexington,2023
       365,0.5,95.9,0.3,0.0,0.0,3.3,6950000,Lincoln-Sudbury,2023
       113,2.7,95.6,0.0,0.0,0.0,1.8,1580000,Littleton,2023
       219,2.3,96.3,0.0,0.0,0.0,1.4,1590000,Longmeadow,2023
       774,13.0,73.5,0.3,3.6,0.0,9.6,1600000,Lowell,2023
        31,6.5,64.5,0.0,0.0,0.0,29.0,4580000,Lowell Middlesex Academy Charter (District),2023
       210,5.2,90.0,0.0,1.4,0.0,3.3,1610000,Ludlow,2023
        96,0.0,100.0,0.0,0.0,0.0,0.0,1620000,Lunenburg,2023
"     1,290",14.0,78.1,0.2,3.8,0.0,4.0,1630000,Lynn,2023
       137,0.0,97.1,0.0,0.0,0.0,2.9,1640000,Lynnfield,2023
        50,0.0,100.0,0.0,0.0,0.0,0.0,4680000,Ma Academy for Math and Science,2023
       466,8.6,83.9,0.2,1.3,0.0,6.0,1650000,Malden,2023
       125,0.0,98.4,0.0,0.0,0.0,1.6,6980000,Manchester Essex Regional,2023
       301,0.3,95.0,0.0,0.0,0.0,4.7,1670000,Mansfield,2023
        67,6.0,17.9,0.0,0.0,0.0,76.1,35170000,Map Academy Charter School (District),2023
       229,0.4,97.4,0.0,0.0,0.0,2.2,1680000,Marblehead,2023
       312,11.2,84.3,0.0,1.3,0.0,3.2,1700000,Marlborough,2023
       317,2.8,95.0,0.0,0.3,0.0,1.9,1710000,Marshfield,2023
       188,6.9,88.8,0.0,1.1,0.0,3.2,7000000,Martha's Vineyard,2023
         9,22.2,77.8,0.0,0.0,0.0,0.0,4660000,Martha's Vineyard Charter Public School (District),2023
       282,1.1,95.4,0.7,0.0,0.0,2.8,7050000,Masconomet,2023
       120,1.7,95.0,0.0,0.0,0.0,3.3,1720000,Mashpee,2023
        64,1.6,90.6,0.0,1.6,0.0,6.3,4690000,Match Charter Public School (District),2023
        79,3.8,89.9,0.0,1.3,0.0,5.1,1740000,Maynard,2023
       200,0.5,98.5,0.0,0.5,0.0,0.5,1750000,Medfield,2023
       337,6.2,90.8,0.3,0.6,0.0,2.1,1760000,Medford,2023
       167,0.0,96.4,0.0,0.0,0.0,3.6,1770000,Medway,2023
       227,1.3,96.9,0.0,0.0,0.0,1.8,1780000,Melrose,2023
       145,1.4,97.2,0.0,0.0,0.0,1.4,7100000,Mendon-Upton,2023
       503,2.8,90.3,0.0,2.6,0.0,4.4,1810000,Methuen,2023
       206,3.4,94.7,0.0,0.0,0.0,1.9,1820000,Middleborough,2023
       372,15.6,75.3,0.3,1.6,0.0,7.3,1850000,Milford,2023
       135,6.7,90.4,0.0,0.0,0.0,3.0,1860000,Millbury,2023
        77,5.2,90.9,0.0,0.0,0.0,3.9,1870000,Millis,2023
       275,0.7,96.4,0.0,0.0,0.0,2.9,1890000,Milton,2023
       159,3.8,91.8,0.6,0.0,0.6,3.1,8300000,Minuteman Regional Vocational Technical,2023
        30,10.0,83.3,0.0,3.3,0.0,3.3,7170000,Mohawk Trail,2023
       132,3.0,90.9,0.0,0.0,0.0,6.1,7120000,Monomoy Regional School District,2023
        41,4.9,82.9,0.0,7.3,0.0,4.9,1910000,Monson,2023
       322,0.9,96.6,0.3,0.0,0.0,2.2,8320000,Montachusett Regional Vocational Technical,2023
        85,3.5,95.3,0.0,0.0,0.0,1.2,7150000,Mount Greylock,2023
        72,0.0,100.0,0.0,0.0,0.0,0.0,4700000,Mystic Valley Regional Charter (District),2023
       148,3.4,95.9,0.0,0.7,0.0,0.0,1970000,Nantucket,2023
        66,4.5,90.9,0.0,0.0,0.0,4.5,7200000,Narragansett,2023
       204,2.9,94.1,0.0,0.5,0.0,2.5,7250000,Nashoba,2023
       164,1.8,97.0,0.0,0.0,0.0,1.2,8520000,Nashoba Valley Regional Vocational Technical,2023
       391,1.3,95.9,0.0,0.3,0.0,2.6,1980000,Natick,2023
       206,1.9,94.7,0.5,0.0,0.0,2.9,6600000,Nauset,2023
       381,0.0,98.7,0.0,0.0,0.0,1.3,1990000,Needham,2023
        61,9.8,82.0,0.0,0.0,0.0,8.2,4440000,Neighborhood House Charter (District),2023
       765,16.2,78.6,0.4,1.8,0.0,3.0,2010000,New Bedford,2023
        86,5.8,89.5,0.0,3.5,0.0,1.2,35130000,New Heights Charter School of Brockton (District),2023
       217,0.9,95.9,0.5,0.0,0.0,2.8,2040000,Newburyport,2023
       997,0.9,96.1,0.0,0.0,0.0,3.0,2070000,Newton,2023
       133,0.0,99.2,0.0,0.0,0.0,0.8,9150000,Norfolk County Agricultural,2023
        84,20.2,72.6,0.0,1.2,0.0,6.0,2090000,North Adams,2023
       312,1.0,96.5,0.0,0.0,0.0,2.6,2110000,North Andover,2023
       273,2.2,91.6,0.0,1.5,0.0,4.8,2120000,North Attleborough,2023
        21,14.3,66.7,4.8,4.8,0.0,9.5,2150000,North Brookfield,2023
       181,1.7,95.0,0.0,0.0,0.0,3.3,7350000,North Middlesex,2023
       181,0.6,95.0,0.0,0.0,0.0,4.4,2170000,North Reading,2023
       247,2.4,94.7,0.0,0.0,0.0,2.8,2100000,Northampton,2023
       139,6.5,92.1,0.7,0.0,0.0,0.7,4060000,Northampton-Smith Vocational Agricultural,2023
       321,0.6,97.2,0.0,0.0,0.0,2.2,7300000,Northboro-Southboro,2023
       140,6.4,88.6,1.4,0.7,0.7,2.1,2140000,Northbridge,2023
       287,1.7,97.9,0.0,0.0,0.3,0.0,8530000,Northeast Metropolitan Regional Vocational Technical,2023
       125,1.6,98.4,0.0,0.0,0.0,0.0,8510000,Northern Berkshire Regional Vocational Technical,2023
       173,6.4,92.5,0.0,0.0,0.0,1.2,2180000,Norton,2023
       153,0.7,98.0,0.0,0.0,0.0,1.3,2190000,Norwell,2023
       272,2.2,93.8,0.4,0.7,0.0,2.9,2200000,Norwood,2023
       142,0.7,98.6,0.7,0.0,0.0,0.0,8550000,Old Colony Regional Vocational Technical,2023
       166,0.0,98.8,0.0,0.0,0.0,1.2,7400000,Old Rochester,2023
        94,11.7,80.9,0.0,1.1,0.0,6.4,2260000,Oxford,2023
        76,9.2,84.2,1.3,1.3,0.0,3.9,2270000,Palmer,2023
       129,3.1,91.5,0.0,0.0,0.0,5.4,8600000,Pathfinder Regional Vocational Technical,2023
        66,19.7,68.2,3.0,4.5,0.0,4.5,35010000,Paulo Freire Social Justice Charter School (District),2023
       410,5.9,82.7,0.2,1.2,0.2,9.8,2290000,Peabody,2023
       201,1.0,95.0,0.5,0.0,0.0,3.5,2310000,Pembroke,2023
       165,1.8,94.5,0.0,1.8,0.0,1.8,7450000,Pentucket,2023
        47,55.3,4.3,0.0,0.0,0.0,40.4,4930000,"Phoenix Academy Charter Public High School, Chelsea (District)",2023
        24,54.2,20.8,0.0,0.0,0.0,25.0,35180000,"Phoenix Academy Public Charter High School, Lawrence (District)",2023
        52,48.1,9.6,0.0,0.0,0.0,42.3,35080000,"Phoenix Academy Public Charter High School, Springfield (District)",2023
        43,0.0,100.0,0.0,0.0,0.0,0.0,4940000,Pioneer Charter School of Science (District),2023
        47,0.0,97.9,0.0,0.0,0.0,2.1,35060000,Pioneer Charter School of Science II (District),2023
        52,0.0,92.3,0.0,1.9,0.0,5.8,7500000,Pioneer Valley,2023
        19,0.0,100.0,0.0,0.0,0.0,0.0,4970000,Pioneer Valley Chinese Immersion Charter (District),2023
        59,1.7,96.6,0.0,0.0,0.0,1.7,4790000,Pioneer Valley Performing Arts Charter Public (District),2023
